inchikey,smiles_canonical,algae_growth_ec50_value_log,bcf_value_log,bee_acute_contact_ld50_value_log,bee_acute_oral_ld50_value_log,bird_acute_oral_ld50_value_log,daphnia_acute_ec50_value_log,earthworm_acute_lc50_value_log,fish_acute_lc50_value_log,rat_acute_oral_ld50_value_log,skin_sensitization_value_log,soil_dt50_value_log,soil_koc_value_log,presence_count
WCYYQNSQJHPVMG-UHFFFAOYSA-N,Clc1cc2c(cc1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,,4.0,,,,,,,-2.640705009250938,,,,2
FSPZPQQWDODWAU-UHFFFAOYSA-N,Clc1cc2c(cc1Cl)Oc1c(cc(Cl)c(Cl)c1Cl)O2,,4.26,,,,,,,-3.234961267662672,,,,2
OGBQILNBLMPPDP-UHFFFAOYSA-N,Clc1cc2oc3c(Cl)c(Cl)c(Cl)cc3c2cc1Cl,,4.13,,,,,,,-2.5668447144312605,,,,2
AGKSTYPVMZODRV-UHFFFAOYSA-N,Clc1ccc(CSC(Cn2cncn2)=Nc2ccc(Cl)cc2Cl)cc1,,,,2.6989700043360187,,,,,0.8343819597322699,,,,2
LAHWLEDBADHJGA-UHFFFAOYSA-N,Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,,5.47,,,,,,,,,,5.22,2
HCWZEPKLWVAEOV-UHFFFAOYSA-N,Clc1ccc(Cl)c(-c2cc(Cl)ccc2Cl)c1,,4.26,,,,,,,,,,5.12,2
KENZYIHFBRWMOD-UHFFFAOYSA-N,Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,,5.08,,,,,,,,,,4.86,2
OPKYDBFRKPQCBS-UHFFFAOYSA-N,Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)c1,,5.38,,,,,,,,,,4.62,2
DCMURXAZTZQAFB-UHFFFAOYSA-N,Clc1ccc(Cl)c(-c2ccccc2Cl)c1,,4.23,,,,,,,,,,4.4,2
RIBGNAJQTOXRDK-UHFFFAOYSA-N,Clc1cccc(-c2cc(Cl)cc(Cl)c2)c1,,,,,,,,-5.886395123479661,0.9535534723401593,,,,2
PXAGFNRKXSYIHU-UHFFFAOYSA-N,Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl,,3.85,,,,,,,,,,4.9,2
RYYVLZVUVIJVGH-UHFFFAOYSA-N,Cn1c(=O)c2c(ncn2C)n(C)c1=O,,,,,,,,,-0.004680395211970682,,1.7201593034059568,,2
LRUUNMYPIBZBQH-UHFFFAOYSA-N,Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O,,,,,,,,,0.47548851745874,,,3.48,2
YWBVHLJPRPCRSD-UHFFFAOYSA-N,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,,,2.0,,,,,,,,,2.85,2
LDLMOOXUCMHBMZ-UHFFFAOYSA-N,Cn1cc(C(=O)Nc2ccc(F)cc2-c2ccc(Cl)c(Cl)c2)c(C(F)F)n1,,,2.0,,3.3010299956639813,,,,,,,,2
SXSGXWCSHSVPGB-UHFFFAOYSA-N,Cn1cc(C(=O)Nc2ccccc2-c2cc(F)c(F)c(F)c2)c(C(F)F)n1,,,1.6989700043360187,,3.3010299956639813,,,,,,,,2
XILPLWOGHPSJBK-UHFFFAOYSA-N,FC(F)(F)c1ccc(Cl)c(Cl)c1,,3.18,,,,,,,0.7303725785092406,,,,2
KALSHRGEFLVFHE-UHFFFAOYSA-N,FC(F)(F)c1ccc(Cl)cc1Cl,,3.37,,,,,,,1.0021131980712343,,,,2
XMBWDFGMSWQBCA-UHFFFAOYSA-N,I,,,-0.3010299956639812,,3.0707764628434346,,,,,,,,2
SNHMUERNLJLMHN-UHFFFAOYSA-N,Ic1ccccc1,,,,,,,,,0.9332797322228296,,,3.1,2
SBAJRGRUGUQKAF-UHFFFAOYSA-N,N#CCCNCCC#N,,0.08,,,,,,,1.3411775211488475,,,,2
RLQJEEJISHYWON-UHFFFAOYSA-N,N#CCNC(=O)c1cnccc1C(F)(F)F,,,,1.6946051989335686,3.002945650714561,,,,,,,,2
QGBSISYHAICWAH-UHFFFAOYSA-N,N#CN=C(N)N,,0.49,,,3.3010299956639813,,,,,,,,2
TUBQDCKAWGHZPF-UHFFFAOYSA-N,N#CSCSc1nc2ccccc2s1,,2.32,,,,,,,0.45534882075058547,,,,2
FLTVCMACTPSSGY-UHFFFAOYSA-N,N#Cc1c([S+]([O-])C(F)(F)F)c(N)nn1-c1c(Cl)cc(Cl)cc1Cl,,,,,,,1.6532125137753437,,,,1.2430380486862944,,2
MUJOIMFVNIBMKC-UHFFFAOYSA-N,N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,,,1.3979400086720377,,3.3010299956639813,,,,,,,,2
MIFOMMKAVSCNKQ-UHFFFAOYSA-N,N#Cc1ccc(CC(=NNC(=O)Nc2ccc(OC(F)(F)F)cc2)c2cccc(C(F)(F)F)c2)cc1,,,,0.38560627359831223,3.3064250275506875,,,,,,,,2
LAQPNDIUHRHNCV-UHFFFAOYSA-N,N#Cc1cccc(C#N)c1,,0.75,,,,,,,0.8271614414647896,,,,2
XQZYPMVTSDWCCE-UHFFFAOYSA-N,N#Cc1ccccc1C#N,,0.7,,,,,,,-0.6302157550591155,,,,2
GZPHSAQLYPIAIN-UHFFFAOYSA-N,N#Cc1cccnc1,,,,,,,,,1.056528659239819,,,1.56,2
OWRCNXZUPFZXOS-UHFFFAOYSA-N,N=C(Nc1ccccc1)Nc1ccccc1,,1.3,,,,,,,-0.29512697707713687,,,,2
LUBJCRLGQSPQNN-UHFFFAOYSA-N,NC(=O)Nc1ccccc1,,,,,,,,,1.1675049305121588,,,1.35,2
UUKWKUSGGZNXGA-UHFFFAOYSA-N,NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,,,,,,,,,0.7725803842419396,,,2.31,2
ZESWUEBPRPGMTP-UHFFFAOYSA-N,NC(=O)c1ccc([N+](=O)[O-])cc1,,,,,,,,,0.45739987238283075,,,1.93,2
KXDAEFPNCMNJSK-UHFFFAOYSA-N,NC(=O)c1ccccc1,,,,,,,,-2.2627732500995896,,,,1.46,2
RBGDLYUEXLWQBZ-UHFFFAOYSA-N,NC(=O)c1ccccc1Cl,,,,,,,,,0.906539674176987,,,1.51,2
XSQUKJJJFZCRTK-UHFFFAOYSA-N,NC(N)=O,,,,,,,,,1.4576159264327302,,,0.15,2
UMGDCJDMYOKAJW-UHFFFAOYSA-N,NC(N)=S,,0.3,,,,,,,,,,0.85,2
PAFZNILMFXTMIY-UHFFFAOYSA-N,NC1CCCCC1,,,,,,,,-2.9061636722504756,0.3759750217302476,,,,2
LHIJANUOQQMGNT-UHFFFAOYSA-N,NCCNCCO,,0.46,,,,,,,1.4596915395462364,,,,2
HKOOXMFOFWEVGF-UHFFFAOYSA-N,NNc1ccccc1,,,,,,,,-3.77054340825034,0.24045772813412974,,,,2
KHCZSJXTDDHLGJ-UHFFFAOYSA-N,Nc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,,2.71,,,,,,,,,,4.62,2
YTDHEFNWWHSXSU-UHFFFAOYSA-N,Nc1c(Cl)c(Cl)cc(Cl)c1Cl,,2.52,,,,,,,,,,3.94,2
NATVSFWWYVJTAZ-UHFFFAOYSA-N,Nc1c(Cl)cc(Cl)cc1Cl,,2.0,,,,,,,1.0903082032698848,,,,2
DDBMQDADIHOWIC-UHFFFAOYSA-N,Nc1c([N+](=O)[O-])ccc(Oc2ccccc2)c1Cl,,,1.6989700043360187,,3.496230566105647,,,,,,,,2
GBKZRUCVLTWAML-UHFFFAOYSA-N,Nc1cc(Cl)c(Cl)c(Cl)c1Cl,,2.21,,,,,,,,,,3.03,2
AVYGCQXNNJPXSS-UHFFFAOYSA-N,Nc1cc(Cl)ccc1Cl,,1.18,,,,,,,0.9973483171879272,,,,2
NIXXQNOQHKNPEJ-UHFFFAOYSA-N,Nc1cc(Cl)nc(C(=O)O)c1Cl,,,,0.6989700043360189,3.289274862664238,,,,,,,,2
HFACYLZERDEVSX-UHFFFAOYSA-N,Nc1ccc(-c2ccc(N)cc2)cc1,,,,,,,,,0.22490457678230039,,,3.46,2
IBOFVQJTBBUKMU-UHFFFAOYSA-N,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,,2.24,,,,,,,0.631961579069203,,,,2
RRJUYQOFOMFVQS-UHFFFAOYSA-N,Nc1ccc(Cl)c(Cl)c1Cl,,2.0,,,,,,,,,,2.6,2
PBGKNXWGYQPUJK-UHFFFAOYSA-N,Nc1ccc(Cl)cc1[N+](=O)[O-],,1.04,,,,,,,0.36652155808511594,,,,2
QPFYXYFORQJZEC-UHFFFAOYSA-N,Nc1ccc(N=Nc2ccccc2)c(N)n1,,,,,,,,,0.31103712707851494,,,2.32,2
QPQKUYVSJWQSDY-UHFFFAOYSA-N,Nc1ccc(N=Nc2ccccc2)cc1,,,,,,,,,0.8022337507704262,,,2.79,2
WHODQVWERNSQEO-UHFFFAOYSA-N,Nc1ccc(O)c([N+](=O)[O-])c1,,,,,,,,-3.631581283887308,0.9796899088761194,,,,2
PLIKAWJENQZMHA-UHFFFAOYSA-N,Nc1ccc(O)cc1,,,,,,-5.657425435144767,,-4.958607314841775,,,,,2
HVBSAKJJOYLTQU-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)O)cc1,,,,,,,,-3.2363492010762642,1.4926993617811246,,,,2
ICNFHJVPAJKPHW-UHFFFAOYSA-N,Nc1ccc(Sc2ccc(N)cc2)cc1,,,,,,,,,0.6196437776270869,,,2.04,2
LOCWBQIWHWIRGN-UHFFFAOYSA-N,Nc1ccc([N+](=O)[O-])cc1Cl,,,,,,-4.992677720002057,,,1.5726725396813757,,,,2
KYARBIJYVGJZLB-UHFFFAOYSA-N,Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1,,0.38,,,,,,,1.6822540978302667,,,,2
XOGPDSATLSAZEK-UHFFFAOYSA-N,Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,,1.51,,,,-2.7709363785730523,,,,,,,2
GWIAAIUASRVOIA-UHFFFAOYSA-N,Nc1ccc2ccccc2c1S(=O)(=O)O,,0.78,,,,,,,1.8039244482745738,,,,2
WZCQRUWWHSTZEM-UHFFFAOYSA-N,Nc1cccc(N)c1,,0.81,,,,,,,0.41345791021266914,,,,2
CWLKGDAVCFYWJK-UHFFFAOYSA-N,Nc1cccc(O)c1,,1.34,,,,,,,1.0188667931440945,,,,2
KQSABULTKYLFEV-UHFFFAOYSA-N,Nc1cccc2c(N)cccc12,,0.65,,,,,,,0.6032002472656312,,,,2
TWBPWBPGNQWFSJ-UHFFFAOYSA-N,Nc1ccccc1-c1ccccc1,,1.41,,,,,,,1.1411001181018605,,,,2
AKCRQHGQIJBRMN-UHFFFAOYSA-N,Nc1ccccc1Cl,,0.95,,,,,,,0.9030254396523031,,,,2
DPJCXCZTLWNFOH-UHFFFAOYSA-N,Nc1ccccc1[N+](=O)[O-],,1.0,,,,,,,1.064105821995307,,,,2
ICSNLGPSRYBMBD-UHFFFAOYSA-N,Nc1ccccn1,,1.06,,,,,,,0.6877365412016911,,,,2
JDSHMPZPIAZGSV-UHFFFAOYSA-N,Nc1nc(N)nc(N)n1,,0.58,,,,,,,1.3990911964740624,,,,2
CJDWRQLODFKPEL-UHFFFAOYSA-N,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F,,,,1.6989700043360187,3.326606256887672,,,,,,,,2
UISUNVFOGSJSKD-UHFFFAOYSA-N,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c(Cl)c1,,,,1.6989700043360187,,,,,-0.08319891278901505,,,,2
RYLHNOVXKPXDIP-UHFFFAOYSA-N,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F,,,1.6989700043360187,,3.162740589663242,,,,,,,,2
XAIPTRIXGHTTNT-UHFFFAOYSA-N,O=C(NC(=O)c1ccccc1Cl)Nc1ccc(OC(F)(F)F)cc1,,,2.6989700043360187,,2.8012585163848804,,,,,,,,2
KVDJTXBXMWJJEF-UHFFFAOYSA-N,O=C(NCCc1ncc(C(F)(F)F)cc1Cl)c1ccccc1C(F)(F)F,,,2.0,,3.3010299956639813,,,,,,,,2
GBOYJIHYACSLGN-UHFFFAOYSA-N,O=C(NCc1ncc(C(F)(F)F)cc1Cl)c1c(Cl)cccc1Cl,,,2.0,,3.3521825181113627,,,,,,,,2
ICUTUKXCWQYESQ-UHFFFAOYSA-N,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,,,,,,-7.726047270644545,,-6.516634953467486,,,,,2
CWKFPEBMTGKLKX-UHFFFAOYSA-N,O=C(Nc1ccc(F)cc1)c1cccc(Oc2cccc(C(F)(F)F)c2)n1,,,2.6989700043360187,,3.3521825181113627,,,,,,,,2
RJMUSRYZPJIFPJ-UHFFFAOYSA-N,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,,,,,,,,,0.5352559081801032,,,3.35,2
MCOQHIWZJUDQIC-UHFFFAOYSA-N,O=C(Nc1cccc(Cl)c1)OCC#CCCl,,,,,,,,,0.3118757447569325,,,3.06,2
OGYFATSSENRIKG-UHFFFAOYSA-N,O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,,,,1.6989700043360187,3.3010299956639813,,,,,,,,2
LJOZMWRYMKECFF-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1ccccc1I,,,,,,,,,1.2970033864767574,,,2.82,2
MUBZPKHOEPUJKR-UHFFFAOYSA-N,O=C(O)C(=O)O,,,2.570554614307831,,,,,,2.007142858741291,,,,2
GLWWLNJJJCTFMZ-UHFFFAOYSA-N,O=C(O)C1(C(=O)Nc2ccc(Cl)cc2Cl)CC1,,,,1.951823035315912,,,,,-0.11809286682643576,,,,2
DJKGDNKYTKCJKD-UHFFFAOYSA-N,O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,,0.32,,,,,,,,,,2.79,2
GXEKYRXVRROBEV-UHFFFAOYSA-N,O=C(O)C1C2CCC(O2)C1C(=O)O,,,,,,,,,-0.689852668369187,,,2.09,2
KRKNYBCHXYNGOX-UHFFFAOYSA-N,O=C(O)CC(O)(CC(=O)O)C(=O)O,,,,,,,,-3.9311797848311336,0.8415538123942055,,,,2
YIVXMZJTEQBPQO-UHFFFAOYSA-N,O=C(O)CCCOc1ccc(Cl)cc1Cl,,,1.6989700043360187,,,,,,0.4506451341641156,,,,2
QZXCCPZJCKEPSA-UHFFFAOYSA-N,O=C(O)Cc1c(Cl)ccc(Cl)c1Cl,,,,,,,,,0.8739607359516417,,,1.76,2
WLJVXDMOQOGPHL-UHFFFAOYSA-N,O=C(O)Cc1ccccc1,,,,,,,,,1.2184762167049876,,,1.45,2
FKIKPQHMWFZFEB-UHFFFAOYSA-N,O=C(O)c1c(Cl)ccc(Cl)c1O,,,,,,,,,0.8793548957433779,,,2.3,2
FFSSWMQPCJRCRV-UHFFFAOYSA-N,O=C(O)c1c(Cl)ccc2cc(Cl)cnc12,,,2.429986316187451,,,,,,0.9584816170223852,,,,2
MRUDNSFOFOQZDA-UHFFFAOYSA-N,O=C(O)c1c(Cl)cccc1Cl,,0.26,,,,,,-3.1660048559453875,,,,,2
ALKYHXVLJMQRLQ-UHFFFAOYSA-N,O=C(O)c1cc2ccccc2cc1O,,0.6,,,,,,,0.633681317562501,,,,2
FJKROLUGYXJWQN-UHFFFAOYSA-N,O=C(O)c1ccc(O)cc1,,,,,,,,,1.559078036468875,,,1.43,2
XNGIFLGASWRNHJ-UHFFFAOYSA-N,O=C(O)c1ccccc1C(=O)O,,,,,,,,,1.6774493943748126,,,1.07,2
IKCLCGXPQILATA-UHFFFAOYSA-N,O=C(O)c1ccccc1Cl,,1.0,,,,,,,0.863786357980403,,,,2
YGSDEFSMJLZEOE-UHFFFAOYSA-N,O=C(O)c1ccccc1O,,,,,,,,-1.9043916589251237,0.8285041304751424,,,,2
ISVQSVPUDBVFFU-UHFFFAOYSA-N,O=C(Oc1ccccc1)n1c(C(F)(F)F)nc2cc(Cl)c(Cl)cc21,,,2.6989700043360187,,,,,,-0.19264139450904366,,,,2
OQZCSNDVOWYALR-UHFFFAOYSA-N,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,,,1.6989700043360187,,,,,,1.0695196926135306,,,,2
QOIYTRGFOFZNKF-UHFFFAOYSA-N,O=C1C=C(N(Cc2ccc(Cl)nc2)CC(F)F)CO1,,,,0.46996920949995946,2.3654879848909,,,,,,,,2
JHWNWJKBPDFINM-UHFFFAOYSA-N,O=C1CCCCCCCCCCCN1,,0.41,,,,,,,1.0724975423342156,,,,2
XRJLAOUDSILTFT-UHFFFAOYSA-N,O=C1CCc2cccc3c2N1CC3,,,,1.6989700043360187,,,,,0.2682479486289734,,,,2
LGRFSURHDFAFJT-UHFFFAOYSA-N,O=C1OC(=O)c2ccccc21,,,,,,,,,1.0143826381401464,,,1.56,2
KJPRLNWUNMBNBZ-UHFFFAOYSA-N,O=CC=Cc1ccccc1,,,1.6989700043360187,,,,,,1.2216595605778935,,,,2
HUMNYLRZRPPJDN-UHFFFAOYSA-N,O=Cc1ccccc1,-6.0633377134352475,,,,,,,,1.0884659958406484,,,,2
HYBBIBNJHNGZAN-UHFFFAOYSA-N,O=Cc1ccco1,,,2.0,,,,,,0.017633190312218546,,,,2
ASLWPAWFJZFCKF-UHFFFAOYSA-N,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,,1.08,,,,,,,0.6358457709779652,,,,2
YFSUTJLHUFNCNZ-UHFFFAOYSA-N,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,,-0.3337807700421973,,,,,-0.511394988632941,,,,2
HXJUTPCZVOIRIF-UHFFFAOYSA-N,O=S1(=O)CCCC1,,0.85,,,,,,,1.2159672234828098,,,,2
AAPVQEMYVNZIOO-UHFFFAOYSA-N,O=S1(=O)OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,,,,,,-5.659266809754644,,-8.476926601421962,,,,,2
XTFIVUDBNACUBN-UHFFFAOYSA-N,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,,0.3,,,,,,,-0.3464212079275482,,,,2
UZGLIIJVICEWHF-UHFFFAOYSA-N,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,,-0.3,,,,,,,1.2690027449583958,,,,2
SAAQCXUGTMJCCJ-UHFFFAOYSA-N,O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)cn1,,,,,,,1.089905111439398,,,,1.0,,2
YWTYJOPNNQFBPC-UHFFFAOYSA-N,O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1,,,,-1.0919977988274463,2.2371478729226957,,,,,,,,2
GRYLNZFGIOXLOG-UHFFFAOYSA-N,O=[N+]([O-])O,,,,1.3117538610557542,,,,-4.794733479731508,,,,,2
XQTLDIFVVHJORV-UHFFFAOYSA-N,O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl,,3.23,,,,,,,,,,4.05,2
UZCGKGPEKUCDTF-UHFFFAOYSA-N,O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Nc1ncc(C(F)(F)F)cc1Cl,,,,1.6989700043360187,3.250907699700856,,,,,,,,2
QJYHUJAGJUHXJN-UHFFFAOYSA-N,O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1,,,3.337459261290656,,,,,,-0.6121156400796912,,,,2
MTBYTWZDRVOMBR-UHFFFAOYSA-N,O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1Cl,,1.9,,,,,,,,,,4.23,2
RZKKOBGFCAHLCZ-UHFFFAOYSA-N,O=[N+]([O-])c1cc(Cl)ccc1Cl,,2.05,,,,,,,0.7190710494788051,,,,2
OXNIZHLAWKMVMX-UHFFFAOYSA-N,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,,0.34,,,,,,,-0.058799985772337006,,,,2
CFPIGEXZPWTNOR-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(Cl)cc1C(F)(F)F,,1.87,,,,,,,0.39136500162026494,,,,2
QUIMTLZDMCNYGY-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(Cl)cc1Cl,,2.07,,,,,,,0.2977102594468774,,,,2
GNVDAZSPJWCIQZ-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)c(Cl)c1,,,,1.6989700043360187,,,,,-0.49636930558824355,,,,2
CMVQZRLQEOAYSW-UHFFFAOYSA-N,O=[N+]([O-])c1cccc(Cl)c1Cl,,2.16,,,,,,,0.29999602515442436,,,,2
ONMOULMPIIOVTQ-UHFFFAOYSA-N,O=[N+]([O-])c1cccc(S(=O)(=O)O)c1,,0.7,,,,,,,1.7339205164261469,,,,2
BFCFYVKQTRLZHA-UHFFFAOYSA-N,O=[N+]([O-])c1ccccc1Cl,,1.17,,,,,,,0.2037932779044751,,,,2
ABLZXFCXXLZCGV-UHFFFAOYSA-N,O=[PH](O)O,,,,2.6989700043360187,2.829303772831025,,,,,,,,2
MLCHBQKMVKNBOV-UHFFFAOYSA-N,O=[PH](O)c1ccccc1,,0.78,,,,,,,0.9763777725081793,,,,2
IUZFQERQUZLNKQ-UHFFFAOYSA-N,O=c1c(C(CC(O)c2ccc(-c3ccc(Br)cc3)cc2)c2ccccc2)c(O)oc2ccccc12,,,,,2.056851901219235,,,,-3.0308540367540053,,,,2
NZOWVZVFSVRNOR-UHFFFAOYSA-N,O=c1c(C2CC(c3ccc(-c4ccccc4)cc3)Cc3ccccc32)c(O)oc2ccccc12,,,,,1.7481880270062005,,,,-2.6814099775178453,,,,2
IJJVMEJXYNJXOJ-UHFFFAOYSA-N,O=c1c2cc(F)ccc2nc(-n2cncn2)n1-c1ccc(Cl)cc1Cl,,,1.6989700043360187,,3.045469820301139,,,,,,,,2
MNHVNIJQQRJYDH-UHFFFAOYSA-N,OC(Cc1ccccc1Cl)(Cn1[nH]cnc1=S)C1(Cl)CC1,,,2.3010299956639813,,3.0146867013818377,,,,,,,,2
JWUCHKBSVLQQCO-UHFFFAOYSA-N,OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,,,,1.6857417386022637,,,,,,,,1.88,2
NBNTWDUNCHRWMT-UHFFFAOYSA-N,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cccnc1,,,0.38381536598043126,,,,,,1.1818115641566636,,,,2
QILSFLSDHQAZET-UHFFFAOYSA-N,OC(c1ccccc1)c1ccccc1,,,,,,,,,1.4340294524076405,,,2.34,2
DLDJFQGPPSQZKI-UHFFFAOYSA-N,OCC#CCO,,,,,,-3.454677202353247,,,0.08234919398838311,,,,2
CHUGKEQJSLOLHL-UHFFFAOYSA-N,OCC(CO)(CBr)CBr,,0.68,,,,,,,0.859343626273419,,,,2
PEDCQBHIVMGVHV-UHFFFAOYSA-N,OCC(O)CO,,,,,,,,-0.341286883973747,1.9943136695199988,,,,2
SZIFAVKTNFCBPC-UHFFFAOYSA-N,OCCCl,,,,,,,,-3.218346589108345,-0.139677695387864,,,,2
GSEJCLTVZPLZKY-UHFFFAOYSA-N,OCCN(CCO)CCO,,0.59,,,,,,,1.5244760523289735,,,,2
OJPDDQSCZGTACX-UHFFFAOYSA-N,OCCN(CCO)c1ccccc1,,,,,,,,-2.3916557598477546,0.7332829767605451,,,,2
ZIBGPFATKBEMQZ-UHFFFAOYSA-N,OCCOCCOCCO,,,,,,-0.5048773594153153,,,2.054099452795855,,,,2
BXGYBSJAZFGIPX-UHFFFAOYSA-N,OCCc1ccccn1,,,,,,,,,1.4944107570310918,,,1.45,2
FAUOSXUSCVJWAY-UHFFFAOYSA-N,OC[P+](CO)(CO)CO,,,,,2.4871383754771865,,,-3.210512934689442,,,,,2
WVDDGKGOMKODPV-UHFFFAOYSA-N,OCc1ccccc1,,,,,,,,,1.0562501360952865,,,1.1,2
BSWWXRFVMJHFBN-UHFFFAOYSA-N,Oc1c(Br)cc(Br)cc1Br,,2.71,,,,,,,0.6564451019859265,,,,2
ACGUYXCXAPNIKK-UHFFFAOYSA-N,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,,2.07,,,,,,,-0.8460238043636805,,,,2
VTIICEULKUFPJJ-UHFFFAOYSA-N,Oc1c2c(c(O)n1SC(Cl)(Cl)C(Cl)Cl)CC=CC2,,,,,,,,,0.8577221753681595,,,3.32,2
RULKYXXCCZZKDZ-UHFFFAOYSA-N,Oc1cc(Cl)c(Cl)c(Cl)c1Cl,,,,,,,,,-0.2153844415047424,,,4.12,2
VPOMSPZBQMDLTM-UHFFFAOYSA-N,Oc1cc(Cl)cc(Cl)c1,,1.91,,,,,,,,,,2.83,2
RANCECPPZPIPNO-UHFFFAOYSA-N,Oc1cc(Cl)ccc1Cl,,1.01,,,,,,,0.5540097138546227,,,,2
XEFQLINVKFYRCS-UHFFFAOYSA-N,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,,1.72,,,,,,,1.1088828878826005,,,,2
GZFGOTFRPZRKDS-UHFFFAOYSA-N,Oc1ccc(Br)cc1,,1.17,,,,,,,,,,2.41,2
WDNBURPWRNALGP-UHFFFAOYSA-N,Oc1ccc(Cl)c(Cl)c1,,1.69,,,,,,,,,,3.09,2
MDNWOSOZYLHTCG-UHFFFAOYSA-N,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,,2.28,,,,,,,0.7496808034638058,,,,2
QIGBRXMKCJKVMJ-UHFFFAOYSA-N,Oc1ccc(O)cc1,,,,,,-5.7533671958243175,,-5.702404141330165,,,,,2
PEHSSTUGJUBZBI-UHFFFAOYSA-N,Oc1ccc2c(c1)CCC2,,,,,,,,,1.3845414994935796,,,3.4,2
UMPSXRYVXUPCOS-UHFFFAOYSA-N,Oc1cccc(Cl)c1Cl,,1.13,,,,,,,,,,2.66,2
KJCVRFUGPWSIIH-UHFFFAOYSA-N,Oc1cccc2ccccc12,,,,,,,,,1.1133056880085674,,,2.72,2
ISPYQTSUDJAMAB-UHFFFAOYSA-N,Oc1ccccc1Cl,,1.35,,,,,,,,,,2.6,2
KAJICSGLHKRDLN-UHFFFAOYSA-N,S=C(NC1CCCCC1)NC1CCCCC1,,0.64,,,,,,,0.3184584436970666,,,,2
PDQAZBWRQCGBEV-UHFFFAOYSA-N,S=C1NCCN1,,0.26,,,,,,,0.7276891786246096,,,,2
YHMYGUUIMTVXNW-UHFFFAOYSA-N,S=c1[nH]c2ccccc2[nH]1,,0.41,,,,,,,0.3009571295024212,,,,2
LSUVGSGHYCLVPU-UHFFFAOYSA-N,[O-][Cl+2]([O-])O,-3.1419188309205333,,,1.6803355134145632,,,,,,,,,2
NPWPEPVYKMPDKK-UHFFFAOYSA-N,[O-][Cl+]O,,,,,,-4.577022445406668,,-3.5169197572104043,,,,,2
GAUZCKBSTZFWCT-UHFFFAOYSA-N,[O-][N+](=Nc1ccccc1)c1ccccc1,,,,,,,,,0.49555256855405094,,,3.5,2
