inchikey,smiles_canonical,algae_growth_ec50_value_log,bcf_value_log,bee_acute_contact_ld50_value_log,bee_acute_oral_ld50_value_log,bird_acute_oral_ld50_value_log,daphnia_acute_ec50_value_log,earthworm_acute_lc50_value_log,fish_acute_lc50_value_log,rat_acute_oral_ld50_value_log,skin_sensitization_value_log,soil_dt50_value_log,soil_koc_value_log,presence_count
RROQIUMZODEXOR-UHFFFAOYSA-N,O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,,,2.0,,,,,,1.1427431178364202,,,2.3,3
UBUCNCOMADRQHX-UHFFFAOYSA-N,O=NN(c1ccccc1)c1ccccc1,,1.33,,,,,,,0.9644237478482907,,,3.08,3
FYAMXEPQQLNQDM-UHFFFAOYSA-N,O=P(N1CC1)(N1CC1)N1CC1,,,,,1.2360530182258052,,,-3.2382263070698554,-0.6700245830028604,,,,3
XPPKVPWEQAFLFU-UHFFFAOYSA-N,O=P(O)(O)OP(=O)(O)O,,,1.6989700043360187,,3.3010299956639813,,,-2.326002173066693,,,,,3
PQYJRMFWJJONBO-UHFFFAOYSA-N,O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,,0.51,,,,,,-5.9644622169677435,0.06864207977960418,,,,3
LVDKZNITIUWNER-UHFFFAOYSA-N,O=[N+]([O-])C(Br)(CO)CO,,,,,2.379898112910089,-5.094619638100303,,-3.9097320821304677,,,,,3
OLQJQHSAWMFDJE-UHFFFAOYSA-N,O=[N+]([O-])C(CO)(CO)CO,,,,,,-3.2760252003691166,,-2.6745149668854493,1.0996384135917687,,,,3
SNIOPGDIGTZGOP-UHFFFAOYSA-N,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],,,,,,-3.693272959107104,,-4.973194828184007,-0.33484149171873995,,,,3
NTBYINQTYWZXLH-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(Cl)c(Cl)c1,,1.71,,,,,,,0.5149510668228803,,,2.53,3
XQNAUQUKWRBODG-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,,3.31,,,,,,,1.53244488479283,,,3.9,3
XITQUSLLOSKDTB-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,,,2.439332693830263,,,,,,0.9306211031908194,,,4.0,3
KMAQZIILEGKYQZ-UHFFFAOYSA-N,O=[N+]([O-])c1cccc(Cl)c1,,1.89,,,,-4.54266792980122,,,0.2812408111430994,,,,3
LQNUZADURLCDLV-UHFFFAOYSA-N,O=[N+]([O-])c1ccccc1,,0.67,,,,,,,0.4528072427824378,,,1.94,3
MCAHWIHFGHIESP-UHFFFAOYSA-N,O=[Se](O)O,-4.5951517601573,,,,,-5.015337341339671,,-4.307109708342229,,,,,3
ZFSLODLOARCGLH-UHFFFAOYSA-N,O=c1[nH]c(=O)[nH]c(=O)[nH]1,,-0.3,,,,-2.1106484234694394,,-5.318256733971185,,,,,3
QGSRKGWCQSATCL-UHFFFAOYSA-N,O=c1ssc(Cl)c1Cl,,,,,2.392696953259666,-5.81391289590889,,-6.147495642311124,,,,,3
UOAMTSKGCBMZTC-UHFFFAOYSA-N,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,,3.79,,1.0,,,,,,,,3.7,3
NHOWDZOIZKMVAI-UHFFFAOYSA-N,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,,,,1.0,,,,,0.879383077921396,,,2.78,3
ZBCBWPMODOFKDW-UHFFFAOYSA-N,OCCNCCO,,,,,,,,-2.152702154345643,0.3007034521084106,,,0.6,3
VGVRPFIJEJYOFN-UHFFFAOYSA-N,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,,2.3,,,,,,,-0.2153844415047424,,,3.35,3
LINPIYWFGCPVIE-UHFFFAOYSA-N,Oc1c(Cl)cc(Cl)cc1Cl,,1.94,,,,,,,0.6217241127497233,,,3.03,3
LHJGJYXLEPZJPM-UHFFFAOYSA-N,Oc1cc(Cl)c(Cl)cc1Cl,,2.73,,,,,,,0.7695746938291803,,,3.36,3
HORNXRXVQWOLPJ-UHFFFAOYSA-N,Oc1cccc(Cl)c1,,1.2,,,,,,,0.6486550722338091,,,2.54,3
GHMLBKRAJCXXBS-UHFFFAOYSA-N,Oc1cccc(O)c1,,,,,,,,-3.2263541100024415,0.4370286246666289,,,0.98,3
ISWSIDIOOBJBQZ-UHFFFAOYSA-N,Oc1ccccc1,,1.24,,,,,,,0.5277380297962028,,,1.43,3
LLEMOWNGBBNAJR-UHFFFAOYSA-N,Oc1ccccc1-c1ccccc1,,,1.6989700043360187,,3.3521825181113627,,,,0.5862680456800329,,,,3
QGJOPFRUJISHPQ-UHFFFAOYSA-N,S=C=S,,1.29,,,,,,,1.198686966139705,,,2.34,3
YXIWHUQXZSMYRE-UHFFFAOYSA-N,S=c1[nH]c2ccccc2s1,,0.9,,,,,,,0.17733373063879698,,,2.25,3
ZUOUZKKEUPVFJK-UHFFFAOYSA-N,c1ccc(-c2ccccc2)cc1,,2.64,,,,,,,1.142672435296948,,,3.27,3
USIUVYZYUHIAEV-UHFFFAOYSA-N,c1ccc(Oc2ccccc2)cc1,,2.5,,,,,,,1.158530290668905,,,3.29,3
UJOBWOGCFQCDNV-UHFFFAOYSA-N,c1ccc2c(c1)[nH]c1ccccc12,,2.23,,,,,,,1.4761492857177765,,,3.4,3
FMMWHPNWAFZXNH-UHFFFAOYSA-N,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,,,,,,-8.30058226565724,,-5.386475297146347,,,,5.95,3
SMWDFEZZVXVKRB-UHFFFAOYSA-N,c1ccc2ncccc2c1,,0.58,,,,,,,0.4090435705525113,,,3.1,3
UHOVQNZJYSORNB-UHFFFAOYSA-N,c1ccccc1,,0.63,,,,,,,,,1.6989700043360187,1.75,3
JUJWROOIHBZHMG-UHFFFAOYSA-N,c1ccncc1,,,,,,,,-2.905891029807193,0.8133230055135113,,,1.6,3
UYJUZNLFJAWNEZ-UHFFFAOYSA-N,c1coc(-c2nc3ccccc3[nH]2)c1,,,,2.6989700043360187,2.8750612633917,,,,0.4340019440778033,,,,3
QXSZNDIIPUOQMB-UHFFFAOYSA-N,BrC(Br)C(Br)Br,,0.74,,,,,,,0.5455502502260197,,,,2
UWTUEMKLYAGTNQ-UHFFFAOYSA-N,BrC=CBr,,,,,,,,,-0.47207743509906214,,,1.65,2
LNFYSRMCCKKDEH-UHFFFAOYSA-N,Brc1cc(Br)c(-c2c(Br)cc(Br)cc2Br)c(Br)c1,,4.66,,,,,,,,,,4.87,2
SWJPEBQEEAHIGZ-UHFFFAOYSA-N,Brc1ccc(Br)cc1,,2.21,,,,,,-5.2839966563652006,,,,,2
JDUYPUMQALQRCN-UHFFFAOYSA-N,Brc1ccc(Oc2ccccc2)cc1,,,,,,,,-5.301700411360929,,,,4.23,2
ULBXWWGWDPVHAO-UHFFFAOYSA-N,C#CC(C)OC(=O)Nc1cccc(Cl)c1,,,,,,,,,1.0281941884883206,,,2.21,2
SMKRKQBMYOFFMU-UHFFFAOYSA-N,C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,,,-0.9726503922252434,,,,,,0.18538686483309913,,,,2
RUVINXPYWBROJD-ONEGZZNKSA-N,C/C=C/c1ccc(OC)cc1,,,,,,-4.542133327893703,,-4.284595918142584,,,,,2
MLUCVPSAIODCQM-IHWYPQMZSA-N,C/C=C\C=O,-5.069383369200088,,,,,,,-4.848602223430824,,,,,2
HECLRDQVFMWTQS-UHFFFAOYSA-N,C1=CC2C3C=CC(C3)C2C1,,2.34,,,,,,,0.4420046173563458,,,,2
ZOLLIQAKMYWTBR-UHFFFAOYSA-N,C1=CCCC=CCCC=CCC1,,3.92,,,,,,,1.0405275553527238,,,,2
HXGDTGSAIMULJN-UHFFFAOYSA-N,C1=Cc2cccc3cccc1c23,,2.43,,,,,,,,,,3.75,2
RGSFGYAAUTVSQA-UHFFFAOYSA-N,C1CCCC1,,,,,,,,,2.211321601296527,,1.8129133566428555,,2
DDTBPAQBQHZRDW-UHFFFAOYSA-N,C1CCCCCCCCCCC1,,3.91,,,,,,,,,1.916453948549925,,2
PXZAWHSJYIECNQ-UHFFFAOYSA-N,C1CN1P1(N2CC2)=NP(N2CC2)(N2CC2)=NP(N2CC2)(N2CC2)=N1,,,,,,,,-4.048273778686875,-0.5966383260181924,,,,2
GLUUGHFHXGJENI-UHFFFAOYSA-N,C1CNCCN1,,0.59,,,,,,,1.360642651615692,,,,2
ZFIVKAOQEXOYFY-UHFFFAOYSA-N,C1OC1C1CO1,,,,,,,,,-0.04258954261991685,,,0.4,2
XMGQYMWWDOXHJM-UHFFFAOYSA-N,C=C(C)C1CC=C(C)CC1,,,,1.6989700043360187,,,,,1.5651183220689344,,,,2
XMGQYMWWDOXHJM-JTQLQIEISA-N,C=C(C)[C@H]1CC=C(C)CC1,,,,,3.184691430817599,,,,1.5095141440074542,,,,2
OEJNXTAZZBRGDN-UHFFFAOYSA-N,C=C1C(CCl)(CCl)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl,,,,,1.7179990590883698,,,-7.790113124417782,,,,,2
NLHHRLWOUZZQLW-UHFFFAOYSA-N,C=CC#N,,,,,,,,-3.510295520243089,0.16760123801451238,,,,2
CDOSHBSSFJOMGT-UHFFFAOYSA-N,C=CC(C)(O)CCC=C(C)C,,,1.6989700043360187,,,,,,1.2577007804860303,,,,2
HRPVXLWXLXDGHG-UHFFFAOYSA-N,C=CC(N)=O,,,,,,,,,0.3158320268943445,,,1.7,2
BBDKZWKEPDTENS-UHFFFAOYSA-N,C=CC1CC=CCC1,,2.22,,,,,,,1.1703187947554359,,,,2
ROVGZAWFACYCSP-UHFFFAOYSA-N,C=CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,,,-0.3010299956639812,,3.0612563991260684,,,,,,,,2
ZCVAOQKBXKSDMS-UHFFFAOYSA-N,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,,,0.6989700043360189,,,,,,0.3554130773407287,,,,2
KWKAKUADMBZCLK-UHFFFAOYSA-N,C=CCCCCCC,,,,,,-4.23807858749692,,-4.43228012159611,,,,,2
VVJKKWFAADXIJK-UHFFFAOYSA-N,C=CCN,,,,,,,,-3.4119231233633722,0.41977586200719846,,,,2
YRMLFORXOOIJDR-UHFFFAOYSA-N,C=CCN(CC=C)C(=O)C(Cl)Cl,,,,,,,,,0.9852310726302002,,,1.6,2
MXMXHPPIGKYTAR-UHFFFAOYSA-N,C=CCNC(=O)c1c([Si](C)(C)C)sc(C)c1C,,,1.6989700043360187,,3.3521825181113627,,,,,,,,2
MSNWHIVXIUIVPC-UHFFFAOYSA-N,C=CCON=C(CCC)C1C(=O)CC(C)(C)C(C(=O)OC)C1=O,,,1.6989700043360187,,,,,,0.8446730026142009,,,,2
BJELTSYBAHKXRW-UHFFFAOYSA-N,C=CCOc1nc(OCC=C)nc(OCC=C)n1,,,,,,,,-4.4900265208473895,0.3744585114470427,,,,2
UTOHZQYBSYOOGC-UHFFFAOYSA-N,C=CCSC(=O)n1c(N)c(-c2ccccc2C)c(=O)n1C(C)C,,,2.0,,3.3010299956639813,,,,,,,,2
NTHCPJMKRGXODE-UHFFFAOYSA-N,C=CC[N+]1(CCC(C)CCCC(C)C)CCCCC1,,,1.6989700043360187,,,,,,0.13095705913340874,,,,2
DSSAWHFZNWVJEC-UHFFFAOYSA-N,C=COCC(CC)CCCC,,2.78,,,,,,,0.9367878437339563,,,,2
DNJRKFKAFWSXSE-UHFFFAOYSA-N,C=COCCCl,,,,,,,,-2.481313785174775,0.2968374652088686,,,,2
JLBJTVDPSNHSKJ-UHFFFAOYSA-N,C=Cc1ccc(C)cc1,,1.5,,,,,,,1.280976637050045,,,,2
KFDVPJUYSDEJTH-UHFFFAOYSA-N,C=Cc1ccncc1,,1.86,,,,,,,,,,1.18,2
GZUXJHMPEANEGY-UHFFFAOYSA-N,CBr,,,,,1.863322860120456,,,,,,,1.34,2
CIFWZNRJIBNXRE-UHFFFAOYSA-N,CC#Cc1cc(C)nc(Nc2ccccc2)n1,,,,1.6989700043360187,3.3521825181113627,,,,,,,,2
XIBXUAZIZXDFTG-UHFFFAOYSA-N,CC(=N)NP(=S)(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,,,,,1.7935185588717277,,,,-2.0046480939402853,,,,2
IRJQWZWMQCVOLA-UHFFFAOYSA-N,CC(=NNC(=O)Nc1cc(F)cc(F)c1)c1ncccc1C(=O)O,,,1.3979400086720377,,,,,,0.9946533925400006,,,,2
SWXVUIWOUIDPGS-UHFFFAOYSA-N,CC(=O)CC(C)(C)O,,,,,,,,-2.44152206259055,1.3366291877930936,,,,2
PJVWKTKQMONHTI-UHFFFAOYSA-N,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,,,,,,,,,-0.7252705538834201,,,2.96,2
KYWXRBNOYGGPIZ-UHFFFAOYSA-N,CC(=O)N1CCOCC1,,,,,,,,-1.362839284666834,1.6766049543655162,,,,2
JTXMVXSTHSMVQF-UHFFFAOYSA-N,CC(=O)OCCOC(C)=O,,,,,,,,-3.210282568852125,1.6711654932009756,,,,2
MDHYEMXUFSJLGV-UHFFFAOYSA-N,CC(=O)OCCc1ccccc1,,,,,,,,,1.3496005452638289,,,1.89,2
KWOLFJPFCHCOCG-UHFFFAOYSA-N,CC(=O)c1ccccc1,,,,,,,,,0.8538447792569235,,,1.8,2
JECYUBVRTQDVAT-UHFFFAOYSA-N,CC(=O)c1ccccc1O,,,,,,-3.418878601136409,,-3.0730084610527633,,,,,2
OWEGWHBOCFMBLP-UHFFFAOYSA-N,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,,,-0.3010299956639812,,,,,,0.13653162286372444,,,,2
RMOGWMIKYWRTKW-UHFFFAOYSA-N,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,,,,2.374748346010104,3.322219294733919,,,,,,,,2
ISAVYTVYFVQUDY-UHFFFAOYSA-N,CC(C)(C)CC(C)(C)c1ccc(O)cc1,,2.46,,,,,,,1.292162076085762,,,,2
JYCQQPHGFMYQCF-UHFFFAOYSA-N,CC(C)(C)CC(C)(C)c1ccc(OCCO)cc1,,,3.1571544399062814,,,,,,0.8569968642816435,,,,2
DKGAVHZHDRPRBM-UHFFFAOYSA-N,CC(C)(C)O,,0.7,,,,,,,1.5685649063630533,,,,2
RMOGWMIKYWRTKW-KGLIPLIRSA-N,CC(C)(C)[C@@H](O)[C@@H](Cc1ccc(Cl)cc1)n1cncn1,,,,,,,,,0.6468838399961405,,,2.7,2
PFEFOYRSMXVNEL-UHFFFAOYSA-N,CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,,4.14,,,,,,,0.7881440549290442,,,,2
KDVYCTOWXSLNNI-UHFFFAOYSA-N,CC(C)(C)c1ccc(C(=O)O)cc1,,0.66,,,,,,,0.4241987338997663,,,,2
IISBACLAFKSPIT-UHFFFAOYSA-N,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,,1.64,,,,,,,0.6418460995400074,,,,2
FJDPATXIBIBRIM-UHFFFAOYSA-N,CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,,,,,,-8.775615523836807,,-9.024403344744751,,,,,2
SBNFWQZLDJGRLK-UHFFFAOYSA-N,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,,,-0.3010299956639812,,,,,,0.15466850298419185,,,,2
GLZPCOQZEFWAFX-JXMROGBWSA-N,CC(C)=CCC/C(C)=C/CO,,,,,,,,-4.597129520546594,1.36839907797972,,,,2
GLZPCOQZEFWAFX-UHFFFAOYSA-N,CC(C)=CCCC(C)=CCO,,,,1.6334684555795866,4.0,,,,,,,,2
CLQMBPJKHLGMQK-UHFFFAOYSA-N,CC(C)C1(C)N=C(c2ncccc2C(=O)O)NC1=O,,,,1.6989700043360187,,,,,,,,2.0,2
RSWGJHLUYNHPMX-ONCXSQPRSA-N,CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(=O)O)[C@H]2CC1,,1.97,,,,,,-5.103752825948171,,,,,2
XTDZGXBTXBEZDN-UHFFFAOYSA-N,CC(C)C1C2CCC1c1c(NC(=O)c3cn(C)nc3C(F)F)cccc12,,,,2.6989700043360187,3.3010299956639813,,,,,,,,2
GWYFCOCPABKNJV-UHFFFAOYSA-N,CC(C)CC(=O)O,-6.079471017759095,,,,,,,,1.2923571451628235,,,,2
PFFIDZXUXFLSSR-UHFFFAOYSA-N,CC(C)CC(C)c1sccc1NC(=O)c1cn(C)nc1C(F)(F)F,,,,1.7535830588929067,3.3163426017740867,,,,,,,,2
BBPLSOGERZQYQC-UHFFFAOYSA-N,CC(C)CCCCCOC(=O)COc1ccc(Cl)cc1Cl,,,,,,,,-5.521261813742691,0.47084967404425837,,,,2
IJFPVINAQGWBRJ-UHFFFAOYSA-N,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,,,,,,,,,1.7510497120575916,,,3.21,2
MGWAVDBGNNKXQV-UHFFFAOYSA-N,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,,,,,,,,,1.572751450229294,,,3.14,2
IANUJLZYFUDJIH-UHFFFAOYSA-N,CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1,,,2.1670217957902564,,,,,,0.12125510599756643,,,,2
SPANOECCGNXGNR-UHFFFAOYSA-N,CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,,,,,,,,,0.1667789652281972,,,3.28,2
RJKCKKDSSSRYCB-UHFFFAOYSA-N,CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C,,,,1.6989700043360187,,,,,1.4104637437939544,,,,2
PRLVTUNWOQKEAI-UHFFFAOYSA-N,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,,,,1.161667412437736,3.264012631918996,,,,,,,,2
OUBMGJOQLXMSNT-UHFFFAOYSA-N,CC(C)Nc1ccc(Nc2ccccc2)cc1,,,,,,,,-5.27520958211421,0.502941668269433,,,,2
UFHLMYOGRXOCSL-UHFFFAOYSA-N,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,,1.57,,,,,,,0.6130521549846087,,,,2
ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,CC(C)OC(C)C,,,,,,,,-2.0947616265781663,1.9188386759617877,,,,2
FGLBSLMDCBOPQK-UHFFFAOYSA-N,CC(C)[N+](=O)[O-],,0.92,,,,,,,0.9077098948489277,,,,2
SPPWGCYEYAMHDT-UHFFFAOYSA-N,CC(C)c1ccc(C(C)C)cc1,,3.24,,,,,,-5.404018734334873,,,,,2
PUIYMUZLKQOUOZ-UHFFFAOYSA-N,CC(C)c1ccc(NC(=O)N(C)C)cc1,,,,2.6989700043360187,3.1464381352857744,,,,,,,,2
UFNOUKDBUJZYDE-UHFFFAOYSA-N,CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,,,,1.1702617153949575,2.412638072825237,,,,,,,,2
SDQFDHOLCGWZPU-UHFFFAOYSA-N,CC(C=O)Cc1ccc(C(C)(C)C)cc1,,,,,,,,-4.813021300174991,0.8330624052800265,,,,2
IJIHYLHFNAWUGR-UHFFFAOYSA-N,CC(CNC(=S)S)NC(=S)S,,,1.6989700043360187,,3.6989700043360187,,,,,,,,2
NHDHVHZZCFYRSB-UHFFFAOYSA-N,CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1,,,2.0,,3.2801228963023075,,,,,,,,2
MGNFYQILYYYUBS-UHFFFAOYSA-N,CC(Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1,-7.8379129777455425,,,0.6989700043360189,,,,,,,,,2
SCYULBFZEHDVBN-UHFFFAOYSA-N,CC(Cl)Cl,,,,,,,,,0.8692493071499108,,,1.48,2
YUKQRDCYNOVPGJ-UHFFFAOYSA-N,CC(N)=S,,,,,,,,,0.6034226073724394,,,0.78,2
RAMUASXTSSXCMB-UHFFFAOYSA-N,CC(NC(=O)c1cc(Cl)cc(Br)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl)C1CC1,,,,-0.6989700043360187,3.1505149978319906,,,,,,,,2
URYAFVKLYSEINW-UHFFFAOYSA-N,CC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,,,1.6989700043360187,,,,,,0.2740450704356919,,,,2
SVTBMSDMJJWYQN-UHFFFAOYSA-N,CC(O)CC(C)(C)O,,,,,,,,-1.3975114813780782,1.495954107560899,,,,2
SLINHMUFWFWBMU-UHFFFAOYSA-N,CC(O)CN(CC(C)O)CC(C)O,,-0.24,,1.6989700043360187,,,,,,,,,2
DNIAPMSPPWPWGF-UHFFFAOYSA-N,CC(O)CO,,,,,,,,,2.419916903509631,,,0.36,2
AZUXKVXMJOIAOF-UHFFFAOYSA-N,CC(O)COCC(C)O,,0.66,,,,,,,2.0428514163149356,,,,2
WAPNOHKVXSQRPX-UHFFFAOYSA-N,CC(O)c1ccccc1,,,,,,,,,0.5154397868372695,,,1.5,2
ZLSWBLPERHFHIS-UHFFFAOYSA-N,CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,,,2.3833125855764186,,,,,,,,,1.75,2
OOLBCHYXZDXLDS-UHFFFAOYSA-N,CC(Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O,,,1.6989700043360187,,,,,,0.2372757889373582,,,,2
GOCUAJYOYBLQRH-UHFFFAOYSA-N,CC(Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1)C(=O)O,,,,1.6989700043360187,2.617000341120899,,,,,,,,2
ZXQYGBMAQZUVMI-BEJCWHGSSA-N,CC1(C)C(C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1/C=C(\Cl)C(F)(F)F,,,,,3.0507900015562353,,,,-0.904155565540812,,,,2
ZXQYGBMAQZUVMI-UJEHEUCLSA-N,CC1(C)C(C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@H]1/C=C(\Cl)C(F)(F)F,,,,,,,,,-0.5954387412105397,,,5.26,2
OWZREIFADZCYQD-UHFFFAOYSA-N,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,,,,,,,2.1760912590556813,,,,1.1760912590556813,,2
PPDBOQMNKNNODG-UHFFFAOYSA-N,CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,,,,0.8633228601204559,3.070881615137894,,,,,,,,2
IQVNEKKDSLOHHK-UHFFFAOYSA-N,CC1(C)CN=C(NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1,,,1.8325089127062364,,,,,,,,,5.86,2
MCNOFYBITGAAGM-UHFFFAOYSA-N,CC1(C)OC(c2ccco2)CN1C(=O)C(Cl)Cl,,,1.6989700043360187,,,,,,0.27431523455912904,,,,2
AVKUERGKIZMTKX-FOQMGDCRSA-N,CC1(C)S[C@@H]2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,-2.5429618251348516,,,,,,,,1.4570381748651482,,,,2
PCCSBWNGDMYFCW-UHFFFAOYSA-N,CC1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O,,,,0.6247975789607612,3.3521825181113627,,,,,,,,2
NJQADTYRAYFBJN-UHFFFAOYSA-N,CC12CCC(C(Br)C1=O)C2(C)C,,,,,,,,-3.5260950920835485,1.2865743474049574,,,,2
WEEGYLXZBRQIMU-UHFFFAOYSA-N,CC12CCC(CC1)C(C)(C)O2,,,2.6989700043360187,,3.3010299956639813,,,,,,,,2
YHQGMYUVUMAZJR-UHFFFAOYSA-N,CC1=CC=C(C(C)C)CC1,,,,,3.2428607132407903,,,,1.0913707492471296,,,,2
QHMTXANCGGJZRX-UHFFFAOYSA-N,CC1=NNC(=O)N(N=Cc2cccnc2)C1,,,,1.953542248523372,3.3010299956639813,,,,,,,,2
NALFRYPTRXKZPN-UHFFFAOYSA-N,CC1CC(C)(C)CC(OOC(C)(C)C)(OOC(C)(C)C)C1,,3.96,,,,,,,1.630835135518548,,,,2
NOOLISFMXDJSKH-UHFFFAOYSA-N,CC1CCC(C(C)C)C(O)C1,,1.035,,,,,,,1.1173597046150914,,,,2
UAEPNZWRGJTJPN-UHFFFAOYSA-N,CC1CCCCC1,,2.27,,,,,,,,,2.041392685158225,,2
JMXKCYUTURMERF-UHFFFAOYSA-N,CC1CN(C2CCCCCCCCCCC2)CC(C)O1,,,1.6989700043360187,,,,,,0.9732993839474516,,,,2
JOMNTHCQHJPVAZ-UHFFFAOYSA-N,CC1CNCCN1,,,,,,,,-1.650186269064228,1.307061750514822,,,,2
SQYNKIJPMDEDEG-UHFFFAOYSA-N,CC1OC(C)OC(C)O1,,0.48,,,,,,,1.0638588284699748,,,,2
OJOWICOBYCXEKR-UHFFFAOYSA-N,CC=C1CC2C=CC1C2,,2.04,,,,,,,1.2776513077459561,,,,2
SHCRDCOTRILILT-UHFFFAOYSA-N,CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C(=O)OC)C2(C)C)CC1=O,,,,-0.3010299956639812,3.0612563991260684,,,,,,,,2
FMTFEIJHMMQUJI-UHFFFAOYSA-N,CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,,,-0.3010299956639812,,3.0612563991260684,,,,,,,,2
XBDQKXXYIPTUBI-UHFFFAOYSA-N,CCC(=O)O,,,,,,,,-2.6141750137656286,1.5455258291018832,,,,2
RJUFJBKOKNCXHH-UHFFFAOYSA-N,CCC(=O)OC,-2.2457713389559237,,,,,,,,1.7543155112557252,,,,2
SOUGWDPPRBKJEX-UHFFFAOYSA-N,CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl,,,,1.5171958979499742,3.3010299956639813,,,,,,,,2
WHIVNJATOVLWBW-UHFFFAOYSA-N,CCC(C)=NO,,0.7,,,,,,,1.0286223153988636,,,,2
BHRZNVHARXXAHW-UHFFFAOYSA-N,CCC(C)N,,,1.6989700043360187,,,,,,1.2532308633526519,,,,2
SPNQRCTZKIBOAX-UHFFFAOYSA-N,CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],,,,1.9675479762188621,,,,,,,,3.98,2
ZRDUSMYWDRPZRM-UHFFFAOYSA-N,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)C=C(C)C,,,1.0644579892269186,,,,,-6.824673506103276,,,,,2
ZUTYZAFDFLLILI-UHFFFAOYSA-N,CCC(C)c1ccc(O)cc1,,1.31,,,,,,,1.2127724732301761,,,,2
WVRFSLWCFASCIS-UHFFFAOYSA-N,CCC1CCC(CCC(=O)O)C1,,,,,3.3521825181113627,,,-3.2669948100374504,,,,,2
WKNSDDMJXANVMK-UHFFFAOYSA-N,CCC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C(=O)OC)C2(C)C)CC1=O,,,-0.3010299956639812,,3.0612563991260684,,,,,,,,2
NZKIRHFOLVYKFT-UHFFFAOYSA-N,CCC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,,,-0.3010299956639812,,3.0612563991260684,,,,,,,,2
